url,desired_price
https://www.amazon.in/dp/B09TQZY1KY/ref=sspa_dk_detail_0?psc=1&pd_rd_i=B09TQZY1KY&pd_rd_w=dLQ7x&content-id=amzn1.sym.9f1cb690-f0b7-44de-b6ff-1bad1e37d3f0&pf_rd_p=9f1cb690-f0b7-44de-b6ff-1bad1e37d3f0&pf_rd_r=NMYF3EN8GV7DBP22HY1N&pd_rd_wg=xHxuz&pd_rd_r=f210e861-3e4e-4129-816e-e1e334cf73cf&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM,482
https://www.amazon.in/dp/B09S9V1DVY/ref=sspa_dk_detail_3?psc=1&pd_rd_i=B09S9V1DVY&pd_rd_w=Dpp1r&content-id=amzn1.sym.88c523d1-f54b-4bac-bb61-d9c6284746d8&pf_rd_p=88c523d1-f54b-4bac-bb61-d9c6284746d8&pf_rd_r=ZT61Y4RWZJCWPPPAA51Y&pd_rd_wg=moH7J&pd_rd_r=cd21142a-83bb-4378-b932-7d6a81d1a2c6&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM,629
